beta,day,prop_infected
0.54,92,3.7986464323179046e-05
0.54,93,3.2930838498346404e-05
0.54,94,2.8548060286933708e-05
0.54,95,2.47485827884382e-05
0.54,96,2.1454776174109707e-05
0.54,97,1.859934184162085e-05
0.54,98,1.6123937578418208e-05
0.54,99,1.3977985663711309e-05
0.56,0,0.001
0.56,1,0.0014165828571428571
0.56,2,0.0020062631950074046
0.56,3,0.002840519640729554
0.56,4,0.004019898675923111
0.56,5,0.005685385487687716
0.56,6,0.008033770236820195
0.56,7,0.011337951108340441
0.56,8,0.01597283081470328
0.56,9,0.022446472867760605
0.56,10,0.03143376622226928
0.56,11,0.0438048132945414
0.56,12,0.06063097302602322
0.56,13,0.0831365627976813
0.56,14,0.11254496161536685
0.56,15,0.1497541733982526
0.56,16,0.19479658372378825
0.56,17,0.24613942634173736
0.56,18,0.3001020145832828
0.56,19,0.3509169845149052
0.56,20,0.39192553278124903
0.56,21,0.4177232330292022
0.56,22,0.4260869750186254
0.56,23,0.41838360164644217
0.56,24,0.3983629364143123
0.56,25,0.37043310168628635
0.56,26,0.33844996070870603
0.56,27,0.3052602220203764
0.56,28,0.2727336191848165
0.56,29,0.24198028281059364
0.56,30,0.21358234054861455
0.56,31,0.18777902963888682
0.56,32,0.1645979452803481
0.56,33,0.1439426061100463
0.56,34,0.12564886840128237
0.56,35,0.10952040187719572
0.56,36,0.09535050080652774
0.56,37,0.0829351151326706
0.56,38,0.07208029401606805
0.56,39,0.06260610312281133
0.56,40,0.05434834054568561
0.56,41,0.04715890173354433
0.56,42,0.04090533881613899
0.56,43,0.03546996336848017
0.56,44,0.030748714839780405
0.56,45,0.026649934671468343
0.56,46,0.02309313271036211
0.56,47,0.02000779778315775
0.56,48,0.017332281752591674
0.56,49,0.0150127718326728
0.56,50,0.013002356670584903
0.56,51,0.011260185915311438
0.56,52,0.009750719504712612
0.56,53,0.008443060927635398
0.56,54,0.007310367730964042
0.56,55,0.00632933219201608
0.56,56,0.00547972512888664
0.56,57,0.004743996117619706
0.56,58,0.004106923820390802
0.56,59,0.003555310633802784
0.56,60,0.0030777163957004775
0.56,61,0.002664226413804256
0.56,62,0.0023062495822811094
0.56,63,0.0019963428229488327
0.56,64,0.001728058520988323
0.56,65,0.0014958120189605575
0.56,66,0.0012947665878489056
0.56,67,0.0011207336113491864
0.56,68,0.0009700860020514855
0.56,69,0.0008396831182387063
0.56,70,0.0007268056706585513
0.56,71,0.0006290993026918177
0.56,72,0.0005445256976164988
0.56,73,0.0004713202157630714
0.56,74,0.00040795519468173335
0.56,75,0.00035310815919589776
0.56,76,0.00030563428738429946
0.56,77,0.0002645425648976825
0.56,78,0.00022897513516272245
0.56,79,0.0001981894183637499
0.56,80,0.00017154262886621708
0.56,81,0.0001484783700505413
0.56,82,0.00012851502832357588
0.56,83,0.00011123572521120648
0.56,84,9.627961864756017e-05
0.56,85,8.333437250877696e-05
0.56,86,7.212963765465313e-05
0.56,87,6.243140872979659e-05
0.56,88,5.403713916386439e-05
0.56,89,4.677151256907685e-05
0.56,90,4.048278238508732e-05
0.56,91,3.5039603446651726e-05
0.56,92,3.0328289391695515e-05
0.56,93,2.6250438697483964e-05
0.56,94,2.272087981386878e-05
0.56,95,1.966589251390036e-05
0.56,96,1.7021668341228902e-05
0.56,97,1.4732978020092642e-05
0.56,98,1.2752018010809077e-05
0.56,99,1.1037412131230857e-05
0.58,0,0.001
0.58,1,0.0014365628571428573
0.58,2,0.0020632300660370514
0.58,3,0.0029622708008515603
0.58,4,0.004251012341352932
0.58,5,0.006096202442208506
0.58,6,0.008733642420944002
0.58,7,0.012494363857085973
0.58,8,0.017838163990415982
0.58,9,0.02539373604811757
0.58,10,0.03600074919066894
0.58,11,0.05074110593211839
0.58,12,0.07093167733673292
0.58,13,0.09802748674817933
0.58,14,0.1333571759245721
0.58,15,0.1776040800002821
0.58,16,0.23001142988773515
0.58,17,0.28750683984852604
0.58,18,0.34430732175903894
0.58,19,0.39278438741843535
0.58,20,0.42583754697071924
0.58,21,0.43964961972956673
0.58,22,0.4348751964551836
0.58,23,0.41551518086515543
0.58,24,0.3867107283065059
0.58,25,0.3530498483481572
0.58,26,0.3178993169317045
0.58,27,0.2834301583482763
0.58,28,0.25089917074994067
0.58,29,0.22094374980641177
0.58,30,0.19381033018441154
0.58,31,0.1695111087854197
0.58,32,0.14792534074562624
0.58,33,0.12886267856919392
0.58,34,0.11210188290830267
0.58,35,0.09741395366760744
0.58,36,0.08457552707281923
0.58,37,0.07337623579827697
0.58,38,0.06362235239458557
0.58,39,0.05513817011278583
0.58,40,0.047766033223752336
0.58,41,0.04136558930900354
0.58,42,0.03581262223741275
0.58,43,0.03099768926872476
0.58,44,0.02682469969640964
0.58,45,0.023209517546763123
0.58,46,0.020078635793165562
0.58,47,0.017367947219850535
0.58,48,0.015021622968800804
0.58,49,0.012991101037484826
0.58,50,0.011234181697244976
0.58,51,0.009714223756616297
0.58,52,0.008399434004001569
0.58,53,0.00726224150530337
0.58,54,0.006278748357825975
0.58,55,0.0054282487830817185
0.58,56,0.004692808927210621
0.58,57,0.004056900329795111
0.58,58,0.0035070806560585878
0.58,59,0.003031715923306327
0.58,60,0.0026207390651993047
0.58,61,0.0022654402527010563
0.58,62,0.0019582849208809564
0.58,63,0.0016927559332919006
0.58,64,0.001463216750355064
0.58,65,0.0012647928568542983
0.58,66,0.0010932690490842137
0.58,67,0.0009450004877685401
0.58,68,0.0008168356921431214
0.58,69,0.0007060498871576657
0.58,70,0.0006102873230395419
0.58,71,0.0005275113677215306
0.58,72,0.00045596133085507343
0.58,73,0.0003941151160374342
0.58,74,0.0003406569179352131
0.58,75,0.00029444928539047396
0.58,76,0.00025450896230969354
0.58,77,0.0002199859968960592
0.58,78,0.00019014567812405077
0.58,79,0.00016435291761867474
0.58,80,0.00014205874647149136
0.58,81,0.00012278864103543885
0.58,82,0.00010613243029339122
0.58,83,9.173557077889094e-05
0.58,84,7.929160392749319e-05
0.58,85,6.853563575040914e-05
0.58,86,5.923870036736247e-05
0.58,87,5.1202887663293654e-05
0.58,88,4.4257131534781277e-05
0.58,89,3.825356920597973e-05
0.58,90,3.306439421456717e-05
0.58,91,2.857913615050509e-05
0.58,92,2.4702309295108712e-05
0.58,93,2.1351380146218465e-05
0.58,94,1.8455010592689966e-05
0.58,95,1.595153936127968e-05
0.58,96,1.3787669425307512e-05
0.58,97,1.1917333444532266e-05
0.58,98,1.0300713092317108e-05
0.58,99,8.903391399697447e-06
0.6,0,0.001
0.6,1,0.001456542857142857
0.6,2,0.0021209932636207345
0.6,3,0.0030874444186054645
0.6,4,0.004491916803144003
0.6,5,0.006530306912794536
0.6,6,0.00948319841898224
0.6,7,0.013749226396377637
0.6,8,0.019887963335047026
0.6,9,0.02867082540432943
0.6,10,0.04113238659235846
0.6,11,0.05860164567625574
0.6,12,0.08266939685467141
0.6,13,0.11501274803768194
0.6,14,0.1569631114334518
0.6,15,0.20871649914666177
0.6,16,0.2682447131457567
0.6,17,0.33037124948238994
0.6,18,0.3869756152194949
0.6,19,0.4291774242072807
0.6,20,0.4508788020163611
0.6,21,0.4512203818044384
0.6,22,0.4340315404091005
0.6,23,0.4051871742494602
0.6,24,0.3701980756573272
0.6,25,0.33314502528743406
0.6,26,0.2966359182378586
0.6,27,0.2621552396000893
0.6,28,0.23044059447970325
0.6,29,0.2017695801135651
0.6,30,0.17615136313064264
0.6,31,0.153446986227741
0.6,32,0.13344250852874917
0.6,33,0.11589251450327723
0.6,34,0.10054542510288839
0.6,35,0.08715774239210829
0.6,36,0.07550160060758344
0.6,37,0.06536829382114825
0.6,38,0.05656941291559793
0.6,39,0.04893659320049908
0.6,40,0.042320487977289704
0.6,41,0.03658934569988232
0.6,42,0.0316274209742915
0.6,43,0.02733335764177309
0.6,44,0.02361862453283848
0.6,45,0.020406048314102036
0.6,46,0.017628465250570435
0.6,47,0.0152274997299264
0.6,48,0.013152468927057228
0.6,49,0.011359408043423148
0.6,50,0.009810207863741255
0.6,51,0.008471855108875685
0.6,52,0.007315765694082578
0.6,53,0.006317201177571908
0.6,54,0.005454759178928989
0.6,55,0.004709929213223272
0.6,56,0.0040667061301353676
0.6,57,0.003511254108450386
0.6,58,0.003031614898116548
0.6,59,0.0026174547032805622
0.6,60,0.0022598447487999205
0.6,61,0.0019510711646959803
0.6,62,0.0016844703569836054
0.6,63,0.0014542865109830804
0.6,64,0.0012555482977802516
0.6,65,0.0010839622299462551
0.6,66,0.0009358204432975755
0.6,67,0.0008079209717582494
0.6,68,0.0006974988365318932
0.6,69,0.0006021664928115756
0.6,70,0.0005198623708585158
0.6,71,0.0004488064168475922
0.6,72,0.0003874616854600232
0.6,73,0.0003345011635325716
0.6,74,0.00028877911457752403
0.6,75,0.000249306329818368
0.6,76,0.0002152287544373732
0.6,77,0.00018580902966771186
0.6,78,0.00016041055364259397
0.6,79,0.00013848371781179273
0.6,80,0.00011955402236398703
0.6,81,0.00010321181442026839
0.6,82,8.910342763267698e-05
0.6,83,7.692353196404571e-05
0.6,84,6.640852847748481e-05
0.6,85,5.733084647700652e-05
0.6,86,4.949401979312046e-05
0.6,87,4.272843581288498e-05
0.6,88,3.6887665371507485e-05
0.6,89,3.184529416256313e-05
0.6,90,2.7492187154827145e-05
0.6,91,2.373412685790804e-05
0.6,92,2.048977435721796e-05
0.6,93,1.7688909015002154e-05
0.6,94,1.5270908758293044e-05
0.6,95,1.3183438076495146e-05
0.6,96,1.1381315342950987e-05
0.6,97,9.825534953143374e-06
0.6,98,8.482423120830835e-06
0.6,99,7.322909064669911e-06
0.62,0,0.001
0.62,1,0.0014765228571428572
0.62,2,0.002179552739854407
0.62,3,0.003216087399273005
0.62,4,0.004742881435301973
0.62,5,0.006988659613338126
0.62,6,0.010285158327101774
0.62,7,0.015109203369603402
0.62,8,0.02213691467554358
0.62,9,0.03230733111295456
0.62,10,0.046883302746964596
0.62,11,0.0674776121476316
0.62,12,0.0959765433692165
0.62,13,0.13424244333119212
0.62,14,0.18343893006834755
0.62,15,0.24288837595298093
0.62,16,0.3087055234279252
0.62,17,0.373119194428195
0.62,18,0.42587017687467926
0.62,19,0.4580766336661507
0.62,20,0.46629321139157176
0.62,21,0.4533630613831885
0.62,22,0.4257019220248124
0.62,23,0.389935159271687
0.62,24,0.3511179095508168
0.62,25,0.31248848613103447
0.62,26,0.27587510023490674
0.62,27,0.24217850048533218
0.62,28,0.2117397715576366
0.62,29,0.1845809172675836
0.62,30,0.16055201613996892
0.62,31,0.13941830875103092
0.62,32,0.12091067437813938
0.62,33,0.10475426391851952
0.62,34,0.09068419976709872
0.62,35,0.07845364449319123
0.62,36,0.06783738879760877
0.62,37,0.058632838316277455
0.62,38,0.05065952632518182
0.62,39,0.04375783047640062
0.62,40,0.03778730134936692
0.62,41,0.032624846283687434
0.62,42,0.028162911315386476
0.62,43,0.024307742087987694
0.62,44,0.020977766439627368
0.62,45,0.018102117956882057
0.62,46,0.015619305608702932
0.62,47,0.013476026202726792
0.62,48,0.01162611169277253
0.62,49,0.010029600950886503
0.62,50,0.008651924632988245
0.62,51,0.007463191658419011
0.62,52,0.006437566233616076
0.62,53,0.005552725049731251
0.62,54,0.004789385127203955
0.62,55,0.0041308936750356386
0.62,56,0.0035628722220432977
0.62,57,0.0030729081280110094
0.62,58,0.002650287375743874
0.62,59,0.0022857632715905466
0.62,60,0.001971356339241029
0.62,61,0.001700181280556964
0.62,62,0.0014662974011615205
0.62,63,0.0012645793620699153
0.62,64,0.001090605526933366
0.62,65,0.0009405615328133598
0.62,66,0.0008111570260078513
0.62,67,0.0006995537782588766
0.62,68,0.0006033036372709759
0.62,69,0.0005202949730564283
0.62,70,0.00044870646198693655
0.62,71,0.00038696720696711694
0.62,72,0.0003337223278733145
0.62,73,0.00028780327399449067
0.62,74,0.00024820221202495726
0.62,75,0.0002140499312589941
0.62,76,0.00018459678383491555
0.62,77,0.0001591962437518798
0.62,78,0.0001372907253148285
0.62,79,0.00011839935085083402
0.62,80,0.00010210740002628974
0.62,81,8.80572097838052e-05
0.62,82,7.59403255952685e-05
0.62,83,6.549073207349666e-05
0.62,84,5.647901458823676e-05
0.62,85,4.8707323902789464e-05
0.62,86,4.2005033426175736e-05
0.62,87,3.6224993843852454e-05
0.62,88,3.1240302977065764e-05
0.62,89,2.6941520011778448e-05
0.62,90,2.323426297870763e-05
0.62,91,2.0037136768803986e-05
0.62,92,1.727994621692886e-05
0.62,93,1.4902155038901872e-05
0.62,94,1.2851556800193682e-05
0.62,95,1.1083128746303429e-05
0.62,96,9.558043337099826e-06
0.62,97,8.24281578797262e-06
0.62,98,7.108568905338753e-06
0.62,99,6.1303990782754924e-06
0.64,0,0.001
0.64,1,0.0014965028571428574
0.64,2,0.00223890844683402
0.64,3,0.003348246619276758
0.64,4,0.005004178996827703
0.64,5,0.00747224560912736
0.64,6,0.011142343783899394
0.64,7,0.01658127809632883
0.64,8,0.024600520283172944
0.64,9,0.036334575195416344
0.64,10,0.053310998125702384
0.64,11,0.07746291139877888
0.64,12,0.11098163422310217
0.64,13,0.15583734997643472
0.64,14,0.2127675187847755
0.64,15,0.2797115368421436
0.64,16,0.3502932115668819
0.64,17,0.4139034729214919
0.64,18,0.4589585633314233
0.64,19,0.478315709762636
0.64,20,0.47249257009652434
0.64,21,0.44783829885086507
0.64,22,0.41219047799435937
0.64,23,0.37190695007498464
0.64,24,0.3311329692859577
0.64,25,0.2922107814748227
0.64,26,0.2562959473083969
0.64,27,0.22383908815733594
0.64,28,0.1948970098582753
0.64,29,0.16931854169455354
0.64,30,0.14685168426198347
0.64,31,0.1272041556620393
0.64,32,0.1100769215964975
0.64,33,0.09518215662113036
0.64,34,0.08225224523023472
0.64,35,0.07104364264796967
0.64,36,0.06133781768041161
0.64,37,0.05294058003068265
0.64,38,0.045680559246263214
0.64,39,0.039407287366497484
0.64,40,0.033989149733973344
0.64,41,0.02931135570280583
0.64,42,0.025274012833446238
0.64,43,0.02179034691849763
0.64,44,0.018785085349127068
0.64,45,0.01619300659718995
0.64,46,0.013957650106151426
0.64,47,0.012030176279086403
0.64,48,0.01036836404318061
0.64,49,0.008935732725970032
0.64,50,0.007700775110391344
0.64,51,0.0066362891706887965
0.64,52,0.005718796893604329
0.64,53,0.00492803961116505
0.64,54,0.004246540321404928
0.64,55,0.0036592244966229754
0.64,56,0.0031530918439173325
0.64,57,0.0027169323734630908
0.64,58,0.002341080939620002
0.64,59,0.002017205147726973
0.64,60,0.001738122168219666
0.64,61,0.0014976405743949781
0.64,62,0.001290423826677625
0.64,63,0.0011118724709475527
0.64,64,0.0009580225076779126
0.64,65,0.0008254577283710122
0.64,66,0.0007112341117281915
0.64,67,0.0006128146293493409
0.64,68,0.0005280130342411649
0.64,69,0.0004549453992488208
0.64,70,0.00039198834047909567
0.64,71,0.00033774300618903837
0.64,72,0.00029100403741017986
0.64,73,0.0002507328153447867
0.64,74,0.00021603440456486667
0.64,75,0.0001861376822382124
0.64,76,0.00016037821371621974
0.64,77,0.00013818349533952154
0.64,78,0.00011906023754722171
0.64,79,0.00010258340643938297
0.64,80,8.83867808159739e-05
0.64,81,7.61548152434558e-05
0.64,82,6.56156286135199e-05
0.64,83,5.653496258924237e-05
0.64,84,4.871097582840117e-05
0.64,85,4.196975840384914e-05
0.64,86,3.6161466814226056e-05
0.64,87,3.115699374677583e-05
0.64,88,2.6845098621284876e-05
0.64,89,2.3129935172200693e-05
0.64,90,1.992892114087101e-05
0.64,91,1.7170902746534566e-05
0.64,92,1.4794573151338406e-05
0.64,93,1.274710977624168e-05
0.64,94,1.0983000186201086e-05
0.64,95,9.463030452289503e-06
0.64,96,8.153413508280702e-06
0.64,97,7.025038129820377e-06
0.64,98,6.05282184462169e-06
0.64,99,5.215153391662889e-06
0.66,0,0.001
0.66,1,0.0015164828571428571
0.66,2,0.002299060336655524
0.66,3,0.0034839689258024903
0.66,4,0.005276085613680544
0.66,5,0.007982074458908497
0.66,6,0.012057679397144213
0.66,7,0.018172758129411857
0.66,8,0.0272951081578717
0.66,9,0.040785584535142576
0.66,10,0.0604755577201697
0.66,11,0.08865275734045189
0.66,12,0.1278043097136474
0.66,13,0.17987554643571838
0.66,14,0.24481282946003807
0.66,15,0.3185489822040715
0.66,16,0.3916387006282323
0.66,17,0.45084348416929937
0.66,18,0.48473377289212866
0.66,19,0.4897241852635315
0.66,20,0.47077088920049853
0.66,21,0.4367027063658626
0.66,22,0.39553527982275105
0.66,23,0.3527094512623471
0.66,24,0.31133614814622973
0.66,25,0.2729638258884213
0.66,26,0.23822118816035787
0.66,27,0.20723201268530833
0.66,28,0.17985796481563132
0.66,29,0.15583507949735675
0.66,30,0.13484895617201656
0.66,31,0.11657544176862925
0.66,32,0.10070197097224273
0.66,33,0.08693805576980607
0.66,34,0.07501969393254862
0.66,35,0.06471039972118867
0.66,36,0.05580040391083878
0.66,37,0.04810491487688715
0.66,38,0.04146195566267167
0.66,39,0.03573007235748642
0.66,40,0.030786079733259926
0.66,41,0.026522933308171036
0.66,42,0.022847771352412706
0.66,43,0.019680143354103355
0.66,44,0.016950425759253228
0.66,45,0.01459841697579004
0.66,46,0.012572099007370894
0.66,47,0.010826551011327262
0.66,48,0.009322999536081211
0.66,49,0.008027990550639982
0.66,50,0.006912669235041636
0.66,51,0.005952154608440797
0.66,52,0.00512499727819197
0.66,53,0.0044127098063399435
0.66,54,0.0037993603552699943
0.66,55,0.0032712213622274307
0.66,56,0.0028164659887415125
0.66,57,0.002424905991063011
0.66,58,0.002087765462787054
0.66,59,0.0017974856155424622
0.66,60,0.001547556394489615
0.66,61,0.0013323712797234173
0.66,62,0.001147102110074286
0.66,63,0.0009875911896052427
0.66,64,0.0008502583062781313
0.66,65,0.0007320206132419936
0.66,66,0.0006302236018400475
0.66,67,0.0005425816370114605
0.66,68,0.00046712673498582687
0.66,69,0.0004021644442037068
0.66,70,0.00034623584692509843
0.66,71,0.0002980848342409566
0.66,72,0.00025662992400990914
0.66,73,0.00022093999207305342
0.66,74,0.0001902133741057216
0.66,75,0.00016375987051721414
0.66,76,0.0001409852515319681
0.66,77,0.00012137791538681885
0.66,78,0.00010449740067881288
0.66,79,8.996449535210644e-05
0.66,80,7.745272053370744e-05
0.66,81,6.668099820506631e-05
0.66,82,5.740733821115265e-05
0.66,83,4.942340294888427e-05
0.66,84,4.254982775021431e-05
0.66,85,3.6632191919727104e-05
0.66,86,3.153754997990001e-05
0.66,87,2.71514452448707e-05
0.66,88,2.33753386662994e-05
0.66,89,2.0124395214650447e-05
0.66,90,1.732557808440938e-05
0.66,91,1.491600792202265e-05
0.66,92,1.2841550225447847e-05
0.66,93,1.1055599187440385e-05
0.66,94,9.518030665905609e-06
0.66,95,8.1943007627145e-06
0.66,96,7.054669762495982e-06
0.66,97,6.073533998435837e-06
0.66,98,5.228850636204483e-06
0.66,99,4.501642454202795e-06
0.68,0,0.001
0.68,1,0.0015364628571428573
0.68,2,0.0023600083614148744
0.68,3,0.00362330113642161
0.68,4,0.005558880760274822
0.68,5,0.008519180344318613
0.68,6,0.013034194063220376
0.68,7,0.01989128005795194
0.68,8,0.030237836589004828
0.68,9,0.04569503873078999
0.68,10,0.06843924838696422
0.68,11,0.10114185771674508
0.68,12,0.14654929048981635
0.68,13,0.20637741069821758
0.68,14,0.27929599386925463
0.68,15,0.3585304940338764
0.68,16,0.4311983795342522
0.68,17,0.4822694040067324
0.68,18,0.5024396475987591
0.68,19,0.4930233299471496
0.68,20,0.4628766698289109
0.68,21,0.42189334524961886
0.68,22,0.37732580387317377
0.68,23,0.33343715950002517
0.68,24,0.2923826387979252
0.68,25,0.25507485514972544
0.68,26,0.22175372088777406
0.68,27,0.19231522778581833
0.68,28,0.16649177148671565
0.68,29,0.14394898348503787
0.68,30,0.12433691303037535
0.68,31,0.10731635718892374
0.68,32,0.09257161826822814
0.68,33,0.0798158352616374
0.68,34,0.06879227798447417
0.68,35,0.05927349541600239
0.68,36,0.05105938422920903
0.68,37,0.043974780517973384
0.68,38,0.03786691395098978
0.68,39,0.03260291132205683
0.68,40,0.02806744780136075
0.68,41,0.024160592407177498
0.68,42,0.02079586413003623
0.68,43,0.017898497964618044
0.68,44,0.01540391066658857
0.68,45,0.01325635126278482
0.68,46,0.011407719335222706
0.68,47,0.009816533731294978
0.68,48,0.00844703492320857
0.68,49,0.007268405317482915
0.68,50,0.006254093135280296
0.68,51,0.005381226885646584
0.68,52,0.0046301088409258385
0.68,53,0.003983777242295041
0.68,54,0.003427628184963113
0.68,55,0.0029490892445732516
0.68,56,0.0025373379060639268
0.68,57,0.0021830587468616627
0.68,58,0.0018782341142809147
0.68,59,0.0016159637305541998
0.68,60,0.0013903092668258144
0.68,61,0.0011961604585568554
0.68,62,0.0010291197976000424
0.68,63,0.0008854032386433957
0.68,64,0.0007617547070643592
0.68,65,0.0006553724980567995
0.68,66,0.0005638459190801547
0.68,67,0.0004851007544640689
0.68,68,0.0004173523270037269
0.68,69,0.00035906510066320357
0.68,70,0.00030891791462486046
0.68,71,0.0002657740649898505
0.68,72,0.0002286555591555474
0.68,73,0.00019672096162424402
0.68,74,0.00016924633077715736
0.68,75,0.00014560881574995818
0.68,76,0.00012527254250441946
0.68,77,0.0001077764698320555
0.68,78,9.272394049650775e-05
0.68,79,7.977369101238317e-05
0.68,80,6.863211652426612e-05
0.68,81,5.904661562841876e-05
0.68,82,5.079986440750133e-05
0.68,83,4.370488997402447e-05
0.68,84,3.7600831913972415e-05
0.68,85,3.234929559549214e-05
0.68,86,2.7831214709679545e-05
0.68,87,2.394415194359105e-05
0.68,88,2.0599976609983893e-05
0.68,89,1.7722866598089195e-05
0.68,90,1.5247589357930377e-05
0.68,91,1.311802295344717e-05
0.68,92,1.1285883659977662e-05
0.68,93,9.709631262575922e-06
0.68,94,8.353527239139767e-06
0.68,95,7.186824477566107e-06
0.68,96,6.183070157602573e-06
0.68,97,5.319505993245149e-06
0.68,98,4.576552238545301e-06
0.68,99,3.937363758534134e-06
0.7000000000000001,0,0.001
0.7000000000000001,1,0.0015564428571428572
0.7000000000000001,2,0.0024217524732080206
0.7000000000000001,3,0.0037662900387136853
0.7000000000000001,4,0.0058528472405039635
0.7000000000000001,5,0.00908462218621836
0.7000000000000001,6,0.014075022169756568
0.7000000000000001,7,0.021744813457531015
0.7000000000000001,8,0.03344669327460272
0.7000000000000001,9,0.05109918881053489
0.7000000000000001,10,0.07726598868234029
0.7000000000000001,11,0.11502216068847165
0.7000000000000001,12,0.16729927016457902
0.7000000000000001,13,0.23528965773061034
0.7000000000000001,14,0.31577674092750974
0.7000000000000001,15,0.3985755065821249
0.7000000000000001,16,0.4673974808984773
0.7000000000000001,17,0.5069565644646419
0.7000000000000001,18,0.5121304689687217
0.7000000000000001,19,0.4895395871721989
0.7000000000000001,20,0.4506158025896374
0.7000000000000001,21,0.40500523054251464
0.7000000000000001,22,0.35869187219519566
0.7000000000000001,23,0.31477591110781855
0.7000000000000001,24,0.27462256673470464
0.7000000000000001,25,0.2386657037502099
0.7000000000000001,26,0.2068696124629964
0.7000000000000001,27,0.17897661923428876
0.7000000000000001,28,0.1546365943657794
0.7000000000000001,29,0.1334737722154437
0.7000000000000001,30,0.11512047657182697
0.7000000000000001,31,0.09923328039952281
0.7000000000000001,32,0.08549979477939905
0.7000000000000001,33,0.07364047278767547
0.7000000000000001,34,0.06340781189616346
0.7000000000000001,35,0.05458426663276663
0.7000000000000001,36,0.04697959798400649
0.7000000000000001,37,0.04042806048901732
0.7000000000000001,38,0.034785644093802165
0.7000000000000001,39,0.029927482838932158
0.7000000000000001,40,0.02574548223327416
0.7000000000000001,41,0.02214618277887322
0.7000000000000001,42,0.019048857822579774
0.7000000000000001,43,0.01638383352016659
0.7000000000000001,44,0.014091013570810308
0.7000000000000001,45,0.012118589349441928
0.7000000000000001,46,0.010421915829945751
0.7000000000000001,47,0.008962534465285544
0.7000000000000001,48,0.007707325492935579
0.7000000000000001,49,0.006627773676177964
0.7000000000000001,50,0.005699333101060206
0.7000000000000001,51,0.004900878224421133
0.7000000000000001,52,0.00421422985453174
0.7000000000000001,53,0.0036237461144516254
0.7000000000000001,54,0.003115969678087266
0.7000000000000001,55,0.0026793236793198963
0.7000000000000001,56,0.0023038496805694903
0.7000000000000001,57,0.0019809819571427797
0.7000000000000001,58,0.0017033531175821947
0.7000000000000001,59,0.001464626748378344
0.7000000000000001,60,0.0012593533540668591
0.7000000000000001,61,0.001082846370614887
0.7000000000000001,62,0.0009310754701089643
0.7000000000000001,63,0.0008005747562756202
0.7000000000000001,64,0.0006883637806670597
0.7000000000000001,65,0.0005918795949949835
0.7000000000000001,66,0.0005089183019110138
0.7000000000000001,67,0.0004375847796330043
0.7000000000000001,68,0.00037624943969304347
0.7000000000000001,69,0.0003235110356595467
0.7000000000000001,70,0.0002781646773828962
0.7000000000000001,71,0.00023917432310623058
0.7000000000000001,72,0.00020564912325245026
0.7000000000000001,73,0.00017682307708353958
0.7000000000000001,74,0.00015203753866660966
0.7000000000000001,75,0.00013072617334837226
0.7000000000000001,76,0.00011240202168401764
0.7000000000000001,77,9.664637573788301e-05
0.7000000000000001,78,8.30992139506595e-05
0.7000000000000001,79,7.145097628159241e-05
0.7000000000000001,80,6.143549188624515e-05
0.7000000000000001,81,5.282389787209169e-05
0.7000000000000001,82,4.541941028088904e-05
0.7000000000000001,83,3.905282789125041e-05
0.7000000000000001,84,3.357866615861281e-05
0.7000000000000001,85,2.8871832992959483e-05
0.7000000000000001,86,2.482477044436105e-05
0.7000000000000001,87,2.1344997004175474e-05
0.7000000000000001,88,1.835299437784907e-05
0.7000000000000001,89,1.5780390452120825e-05
0.7000000000000001,90,1.356839694436396e-05
0.7000000000000001,91,1.1666466039055281e-05
0.7000000000000001,92,1.0031135318629321e-05
0.7000000000000001,93,8.625034597376904e-06
0.7000000000000001,94,7.416031965745211e-06
0.7000000000000001,95,6.3764995328097875e-06
0.7000000000000001,96,5.482682089422196e-06
0.7000000000000001,97,4.71415426602869e-06
0.7000000000000001,98,4.053353781100838e-06
0.7000000000000001,99,3.4851801146934025e-06
0.72,0,0.001
0.72,1,0.0015764228571428572
0.72,2,0.0024842926241309153
0.72,3,0.003912982389889085
0.72,4,0.006158271168286879
0.72,5,0.009679483747445228
0.72,6,0.015183404671521246
0.72,7,0.023741663882733233
0.72,8,0.03694048822405535
0.72,9,0.057035742534293075
0.72,10,0.08702067422167642
0.72,11,0.13038012519607042
0.72,12,0.19010681543177083
0.72,13,0.26646946131438604
0.72,14,0.3536443841235609
0.72,15,0.43744878855513925
0.72,16,0.49880519770409
0.72,17,0.524288303216637
0.72,18,0.5145547746823528
0.72,19,0.48085973261182646
0.72,20,0.43558723038903246
0.72,21,0.3872314991965778
0.72,22,0.34037653822107466
0.72,23,0.29711678254745905
0.72,24,0.2582072726424022
0.72,25,0.22373590617239963
0.72,26,0.19347746568940133
0.72,27,0.16707388011902782
0.72,28,0.1441248644018872
0.72,29,0.12423275932305744
0.72,30,0.10702380199297651
0.72,31,0.0921571606441623
0.72,32,0.07932760715377651
0.72,33,0.06826492829636005
0.72,34,0.05873173926598008
0.72,35,0.05052060050273047
0.72,36,0.0434509255940895
0.72,37,0.037365939924499034
0.72,38,0.032129822169595694
0.72,39,0.02762508891096166
0.72,40,0.02375024233318384
0.72,41,0.02041767871987266
0.72,42,0.017551843687997656
0.72,43,0.01508761441211304
0.72,44,0.012968886931033693
0.72,45,0.011147346483685908
0.72,46,0.009581399784104399
0.72,47,0.00823524967702211
0.72,48,0.007078094392858225
0.72,49,0.006083435454549921
0.72,50,0.0052284800701505214
0.72,51,0.004493625515720635
0.72,52,0.003862014544445037
0.72,53,0.0033191522401632033
0.72,54,0.002852575967522553
